Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,FreightCost ,LineItemInsurance  ,Manufacturing country
Côte d'Ivoire,N/A - From RDC,Truck,21-Apr-14,1-May-14,SCMS from RDC,3291,44494.32,13.52,0.45,No,See DN-3655 (ID#:83237),45.74,India
Côte d'Ivoire,N/A - From RDC,Truck,21-Apr-14,1-May-14,SCMS from RDC,3709,50145.68,13.52,0.45,No,See DN-3655 (ID#:83237),51.55,India
Côte d'Ivoire,N/A - From RDC,Truck,21-Apr-14,1-May-14,SCMS from RDC,4000,5200.0,1.3,0.01,No,See DN-3655 (ID#:83237),5.35,India
Mozambique,N/A - From RDC,Truck,16-Jun-14,23-May-14,SCMS from RDC,100000,811000.0,8.11,0.14,No,See DN-3652 (ID#:85463),833.71,India
Mozambique,N/A - From RDC,Truck,16-Jun-14,23-May-14,SCMS from RDC,173309,1405535.99,8.11,0.14,No,See DN-3652 (ID#:85463),1444.89,India
Zambia,N/A - From RDC,Truck,5-Jun-14,19-May-14,SCMS from RDC,123856,574691.84,4.64,0.15,No,See DN-3648 (ID#:84360),590.78,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,22-Apr-14,SCMS from RDC,4300,16254.0,3.78,0.13,No,See DN-3633 (ID#:82666),16.71,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,22-Apr-14,SCMS from RDC,30000,323400.0,10.78,0.36,No,See DN-3633 (ID#:82666),332.46,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,25-Apr-14,SCMS from RDC,52200,562716.0,10.78,0.36,No,See DN-3632 (ID#:82665),578.47,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,25-Apr-14,SCMS from RDC,10620,119262.6,11.23,0.19,No,See DN-3632 (ID#:82665),122.6,India
Côte d'Ivoire,N/A - From RDC,Truck,30-May-14,23-Apr-14,SCMS from RDC,28516,571460.64,20.04,0.17,No,See DN-3631 (ID#:85458),706.9,India
Côte d'Ivoire,N/A - From RDC,Air,30-Apr-14,25-Apr-14,SCMS from RDC,700,2646.0,3.78,0.13,No,See DN-3630 (ID#:84916),3.27,India
Mozambique,N/A - From RDC,Truck,14-Jun-14,24-Jun-14,SCMS from RDC,127671,1423531.65,11.15,0.37,No,See DN-3628 (ID#:83234),1463.39,India
Mozambique,N/A - From RDC,Truck,14-Jun-14,24-Jun-14,SCMS from RDC,63000,209790.0,3.33,0.11,No,See DN-3628 (ID#:83234),215.66,India
Mozambique,N/A - From RDC,Truck,14-Jun-14,24-Jun-14,SCMS from RDC,2100,4746.0,2.26,0.04,No,See DN-3628 (ID#:83234),4.88,India
Mozambique,N/A - From RDC,Truck,6-Mar-14,3-Jun-14,SCMS from RDC,10040,189756.0,18.9,0.16,No,See DN-3627 (ID#:83782),195.07,Germany
Mozambique,N/A - From RDC,Truck,6-Mar-14,3-Jun-14,SCMS from RDC,100000,811000.0,8.11,0.14,No,See DN-3627 (ID#:83782),833.71,India
Mozambique,N/A - From RDC,Truck,6-Mar-14,3-Jun-14,SCMS from RDC,640,2419.2,3.78,0.13,No,See DN-3627 (ID#:83782),2.49,India
Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,176,369.6,2.1,0.01,No,See DN-3626 (ID#:83781),0.38,India
Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,74,688.2,9.3,0.1,No,See DN-3626 (ID#:83781),0.71,India
Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,210,468.3,2.23,0.04,No,See DN-3626 (ID#:83781),0.48,India
Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,144,205.92,1.43,0.01,No,See DN-3626 (ID#:83781),0.21,India
Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,70,795.2,11.36,0.19,No,See DN-3626 (ID#:83781),0.82,India
Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,152,282.72,1.86,0.01,No,See DN-3626 (ID#:83781),0.29,India
Uganda,N/A - From RDC,Air,11-May-07,5-Nov-07,SCMS from RDC,1717,21325.14,12.42,0.41,No,See DN-362 (ID#:10600),34.12,India
Côte d'Ivoire,N/A - From RDC,Air,31-Mar-14,14-Apr-14,SCMS from RDC,519,1115.85,2.15,0.04,No,See DN-3601 (ID#:85453),1.38,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,14-Apr-14,SCMS from RDC,26000,122200.0,4.7,0.16,No,See DN-3599 (ID#:84351),151.16,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,14-Apr-14,SCMS from RDC,60200,633304.0,10.52,0.35,No,See DN-3599 (ID#:84351),783.4,India
Ghana,N/A - From RDC,Air,4-Jul-14,7-Apr-14,SCMS from RDC,34224,160852.8,4.7,0.16,No,See DN-3590 (ID#:84350),165.36,India
Uganda,N/A - From RDC,Truck,20-Apr-14,18-Apr-14,SCMS from RDC,3757,25284.61,6.73,0.11,No,See DN-3589 (ID#:82657),25.99,India
Uganda,N/A - From RDC,Truck,20-Apr-14,18-Apr-14,SCMS from RDC,50000,413000.0,8.26,0.14,No,See DN-3589 (ID#:82657),424.56,India
Zimbabwe,N/A - From RDC,Truck,5-Jun-14,21-Mar-14,SCMS from RDC,360000,4014000.0,11.15,0.37,No,See DN-3588 (ID#:83225),4965.32,India
Haiti,N/A - From RDC,Air,30-Mar-14,24-Mar-14,SCMS from RDC,25000,83250.0,3.33,0.11,No,See DN-3586 (ID#:83224),85.58,India
Guyana,N/A - From RDC,Air,31-Mar-14,3-Apr-14,SCMS from RDC,188,374.12,1.99,0.03,No,See DN-3585 (ID#:83223),0.38,India
Guyana,N/A - From RDC,Air,31-Mar-14,3-Apr-14,SCMS from RDC,190,399.0,2.1,0.01,No,See DN-3585 (ID#:83223),0.41,India
Guyana,N/A - From RDC,Air,31-Mar-14,3-Apr-14,SCMS from RDC,48,446.4,9.3,0.1,No,See DN-3585 (ID#:83223),0.46,India
Guyana,N/A - From RDC,Air,31-Mar-14,3-Apr-14,SCMS from RDC,803,5018.75,6.25,0.1,No,See DN-3585 (ID#:83223),5.16,India
Guyana,N/A - From RDC,Air,31-Mar-14,3-Apr-14,SCMS from RDC,1484,31164.0,21.0,0.18,No,See DN-3585 (ID#:83223),32.04,India
South Sudan,N/A - From RDC,Air,31-Mar-14,21-Mar-14,SCMS from RDC,507,10175.49,20.07,0.17,No,See DN-3581 (ID#:83219),10.46,India
South Sudan,N/A - From RDC,Air,31-Mar-14,21-Mar-14,SCMS from RDC,1702,11454.46,6.73,0.11,No,See DN-3581 (ID#:83219),11.78,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,14-Apr-14,SCMS from RDC,54997,454275.22,8.26,0.14,No,See DN-3580 (ID#:83772),466.99,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,14-Apr-14,SCMS from RDC,4629,51613.35,11.15,0.37,No,See DN-3580 (ID#:83772),53.06,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,14-Apr-14,SCMS from RDC,43000,143190.0,3.33,0.11,No,See DN-3580 (ID#:83772),147.2,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,14-Apr-14,SCMS from RDC,4584,8526.24,1.86,0.01,No,See DN-3580 (ID#:83772),8.76,India
Rwanda,N/A - From RDC,Truck,28-Mar-14,2-Apr-14,SCMS from RDC,68517,322029.9,4.7,0.16,No,See DN-3579 (ID#:83217),398.35,India
Rwanda,N/A - From RDC,Truck,28-Mar-14,2-Apr-14,SCMS from RDC,49998,412983.48,8.26,0.14,No,See DN-3579 (ID#:83217),510.86,India
Rwanda,N/A - From RDC,Truck,28-Mar-14,2-Apr-14,SCMS from RDC,36406,171108.2,4.7,0.16,No,See DN-3579 (ID#:83217),211.66,India
Ghana,N/A - From RDC,Truck,20-Mar-14,14-Mar-14,SCMS from RDC,24996,83236.68,3.33,0.11,No,See DN-3576 (ID#:83216),85.57,India
Côte d'Ivoire,N/A - From RDC,Truck,28-Mar-14,11-Apr-14,SCMS from RDC,100000,826000.0,8.26,0.14,No,See DN-3568 (ID#:82655),1021.76,India
Côte d'Ivoire,N/A - From RDC,Air,28-Mar-14,26-Mar-14,SCMS from RDC,13000,18590.0,1.43,0.01,No,See DN-3567 (ID#:84342),23.0,India
Zambia,N/A - From RDC,Truck,25-Mar-14,25-Mar-14,SCMS from RDC,10000,22300.0,2.23,0.04,No,See DN-3565 (ID#:84903),27.59,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,1850,6937.5,3.75,0.06,No,See DN-3561 (ID#:82654),7.13,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,510,4743.0,9.3,0.1,No,See DN-3561 (ID#:82654),4.88,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,440,818.4,1.86,0.01,No,See DN-3561 (ID#:82654),0.84,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,630,1171.8,1.86,0.01,No,See DN-3561 (ID#:82654),1.2,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,960,2140.8,2.23,0.04,No,See DN-3561 (ID#:82654),2.2,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,4290,46632.3,10.87,0.36,No,See DN-3561 (ID#:82654),47.94,India
"Congo, DRC",N/A - From RDC,Air,30-May-14,19-May-14,SCMS from RDC,2827,9413.91,3.33,0.11,No,See DN-3561 (ID#:82654),9.68,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,28-Mar-14,SCMS from RDC,2100,4746.0,2.26,0.04,No,See DN-3558 (ID#:83766),4.88,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,28-Mar-14,SCMS from RDC,1330,3005.8,2.26,0.04,No,See DN-3558 (ID#:83766),3.09,India
Mozambique,N/A - From RDC,Truck,15-Apr-14,28-Mar-14,SCMS from RDC,1638,7698.6,4.7,0.16,No,See DN-3558 (ID#:83766),7.91,India
Mozambique,N/A - From RDC,Truck,31-Mar-14,28-Mar-14,SCMS from RDC,12160,52531.2,4.32,0.07,No,See DN-3554 (ID#:83748),64.98,India
Mozambique,N/A - From RDC,Truck,6-Mar-14,3-Jun-14,SCMS from RDC,25000,168250.0,6.73,0.11,No,See DN-3553 (ID#:82653),208.13,India
Nigeria,N/A - From RDC,Air Charter,28-Feb-14,10-Feb-14,SCMS from RDC,77999,644271.74,8.26,0.14,No,See DN-3551 (ID#:84895),796.96,India
Nigeria,N/A - From RDC,Air Charter,28-Feb-14,10-Feb-14,SCMS from RDC,83300,688058.0,8.26,0.14,No,See DN-3551 (ID#:84895),851.13,India
Zimbabwe,N/A - From RDC,Truck,20-Sep-07,20-Sep-07,SCMS from RDC,37240,275576.0,7.4,0.12,No,See DN-355 (ID#:11787),440.92,India
Côte d'Ivoire,N/A - From RDC,Truck,28-Feb-14,18-Jan-14,SCMS from RDC,1915,7660.0,4.0,0.07,No,See DN-3547 (ID#:83763),9.48,India
Côte d'Ivoire,N/A - From RDC,Truck,28-Feb-14,18-Jan-14,SCMS from RDC,5173,24313.1,4.7,0.16,No,See DN-3547 (ID#:83763),30.08,India
Côte d'Ivoire,N/A - From RDC,Air,28-Feb-14,18-Feb-14,SCMS from RDC,8201,30753.75,3.75,0.06,No,See DN-3546 (ID#:82651),38.04,India
Côte d'Ivoire,N/A - From RDC,Air,28-Feb-14,18-Feb-14,SCMS from RDC,22400,105280.0,4.7,0.16,No,See DN-3546 (ID#:82651),130.23,India
Zimbabwe,N/A - From RDC,Truck,18-Sep-07,18-Sep-07,SCMS from RDC,1600,3200.0,2.0,0.07,No,See DN-354 (ID#:10597),5.12,India
Tanzania,N/A - From RDC,Truck,31-Jan-14,19-Feb-14,SCMS from RDC,11022,125209.92,11.36,0.19,No,See DN-3531 (ID#:83761),154.88,India
Tanzania,N/A - From RDC,Truck,31-Jan-14,19-Feb-14,SCMS from RDC,13171,17122.3,1.3,0.01,No,See DN-3531 (ID#:83761),21.18,India
Côte d'Ivoire,N/A - From RDC,Air,31-Jan-14,13-Feb-14,SCMS from RDC,6200,70432.0,11.36,0.19,No,See DN-3530 (ID#:86041),87.12,India
Mozambique,N/A - From RDC,Truck,3-Oct-14,20-Feb-14,SCMS from RDC,103129,1121012.23,10.87,0.36,No,See DN-3526 (ID#:82649),1386.69,India
Mozambique,N/A - From RDC,Truck,31-Jan-14,20-Feb-14,SCMS from RDC,47205,203925.6,4.32,0.07,No,See DN-3525 (ID#:82648),252.26,India
Tanzania,N/A - From RDC,Truck,31-Jan-14,19-Feb-14,SCMS from RDC,9458,37832.0,4.0,0.07,No,See DN-3501 (ID#:82641),46.8,India
Rwanda,N/A - From RDC,Truck,31-Jan-14,3-Feb-14,SCMS from RDC,26540,219220.4,8.26,0.14,No,See DN-3497 (ID#:82640),271.18,India
South Sudan,N/A - From RDC,Air,22-Jan-14,11-Feb-14,SCMS from RDC,66,613.8,9.3,0.1,No,See DN-3493 (ID#:84322),0.63,India
South Sudan,N/A - From RDC,Air,22-Jan-14,11-Feb-14,SCMS from RDC,2100,6993.0,3.33,0.11,No,See DN-3493 (ID#:84322),7.19,India
South Sudan,N/A - From RDC,Air,22-Jan-14,11-Feb-14,SCMS from RDC,3746,30941.96,8.26,0.14,No,See DN-3493 (ID#:84322),31.81,India
Mozambique,N/A - From RDC,Truck,31-Jan-14,10-Feb-14,SCMS from RDC,66054,736502.1,11.15,0.37,No,See DN-3483 (ID#:82633),911.05,India
Mozambique,N/A - From RDC,Truck,31-Jan-14,10-Feb-14,SCMS from RDC,34552,232534.96,6.73,0.11,No,See DN-3483 (ID#:82633),287.65,India
Tanzania,N/A - From RDC,Truck,31-Jan-14,7-Mar-14,SCMS from RDC,3879,16679.7,4.3,0.07,No,See DN-3477 (ID#:86029),20.63,India
Nigeria,N/A - From RDC,Air Charter,17-Jan-14,10-Jan-14,SCMS from RDC,142000,1218360.0,8.58,0.14,No,See DN-3476 (ID#:83198),1507.11,India
Tanzania,N/A - From RDC,Truck,31-Dec-13,25-Feb-14,SCMS from RDC,5687,52889.1,9.3,0.1,No,See DN-3458 (ID#:83196),65.42,India
Tanzania,N/A - From RDC,Truck,31-Dec-13,25-Feb-14,SCMS from RDC,9301,21392.3,2.3,0.04,No,See DN-3458 (ID#:83196),26.46,India
Tanzania,N/A - From RDC,Truck,31-Dec-13,25-Feb-14,SCMS from RDC,7894,33944.2,4.3,0.07,No,See DN-3458 (ID#:83196),41.99,India
Zimbabwe,N/A - From RDC,Truck,31-Jan-14,13-Jan-14,SCMS from RDC,194,1650.94,8.51,0.04,No,See DN-3457 (ID#:82626),2.04,India
Zimbabwe,N/A - From RDC,Truck,31-Jan-14,13-Jan-14,SCMS from RDC,88500,344265.0,3.89,0.06,No,See DN-3457 (ID#:82626),425.86,India
Tanzania,N/A - From RDC,Truck,31-Jan-14,20-Jan-14,SCMS from RDC,5531,61670.65,11.15,0.37,No,See DN-3454 (ID#:83194),76.29,India
Mozambique,N/A - From RDC,Air,10-May-07,5-Oct-07,SCMS from RDC,70000,140000.0,2.0,0.07,No,See DN-344 (ID#:11173),224.0,India
Mozambique,N/A - From RDC,Truck,31-Jan-14,30-Jan-14,SCMS from RDC,50000,166500.0,3.33,0.11,No,See DN-3439 (ID#:85423),205.96,India
Nigeria,N/A - From RDC,Air Charter,18-Nov-13,26-Nov-13,SCMS from RDC,961,8245.38,8.58,0.14,No,See DN-3437 (ID#:83188),10.2,India
Mozambique,N/A - From RDC,Truck,29-Nov-13,30-Jan-14,SCMS from RDC,12960,262051.2,20.22,0.17,No,See DN-3428 (ID#:83186),324.16,Germany
Mozambique,N/A - From RDC,Truck,29-Nov-13,30-Jan-14,SCMS from RDC,13290,74158.2,5.58,0.09,No,See DN-3428 (ID#:83186),91.73,India
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,394,732.84,1.86,0.01,No,See DN-3425 (ID#:82618),0.91,India
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,161,359.03,2.23,0.04,No,See DN-3425 (ID#:82618),0.44,India
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,96,892.8,9.3,0.1,No,See DN-3425 (ID#:82618),1.1,India
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,225,472.5,2.1,0.01,No,See DN-3425 (ID#:82618),0.58,India
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,1490,30127.8,20.22,0.17,No,See DN-3425 (ID#:82618),37.27,Germany
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,67,767.82,11.46,0.19,No,See DN-3425 (ID#:82618),0.95,India
Rwanda,N/A - From RDC,Truck,31-Jan-14,23-Dec-13,SCMS from RDC,20124,45480.24,2.26,0.04,No,See DN-3421 (ID#:82617),56.26,India
Rwanda,N/A - From RDC,Truck,31-Jan-14,23-Dec-13,SCMS from RDC,6816,58004.16,8.51,0.04,No,See DN-3421 (ID#:82617),71.75,India
Côte d'Ivoire,N/A - From RDC,Air,16-Dec-13,2-Dec-13,SCMS from RDC,9300,106578.0,11.46,0.19,No,See DN-3418 (ID#:83182),131.84,India
Zimbabwe,N/A - From RDC,Truck,30-Nov-13,25-Nov-13,SCMS from RDC,80000,184800.0,2.31,0.04,No,See DN-3413 (ID#:83181),228.6,India
Zimbabwe,N/A - From RDC,Truck,30-Nov-13,25-Nov-13,SCMS from RDC,83551,401880.31,4.81,0.16,No,See DN-3413 (ID#:83181),497.13,India
Guyana,N/A - From RDC,Air,31-Dec-13,30-Nov-13,SCMS from RDC,49,416.99,8.51,0.04,No,See DN-3409 (ID#:84306),0.52,India
Guyana,N/A - From RDC,Air,31-Dec-13,30-Nov-13,SCMS from RDC,135,195.75,1.45,0.01,No,See DN-3409 (ID#:84306),0.24,India
Tanzania,N/A - From RDC,Truck,26-Dec-13,16-Dec-13,SCMS from RDC,59498,134465.48,2.26,0.04,No,See DN-3401 (ID#:83180),166.33,India
Tanzania,N/A - From RDC,Truck,26-Dec-13,16-Dec-13,SCMS from RDC,72518,163890.68,2.26,0.04,No,See DN-3401 (ID#:83180),202.73,India
Zambia,N/A - From RDC,Truck,24-Jan-14,24-Jan-14,SCMS from RDC,45711,924276.42,20.22,0.17,No,See DN-3396 (ID#:84302),1143.33,Germany
Uganda,N/A - From RDC,Truck,29-Nov-13,13-Nov-13,SCMS from RDC,8035,74725.5,9.3,0.1,No,See DN-3385 (ID#:85415),92.44,India
Burundi,N/A - From RDC,Air,15-Nov-13,22-Nov-13,SCMS from RDC,27,567.0,21.0,0.18,No,See DN-3381 (ID#:84319),0.7,India
Burundi,N/A - From RDC,Air,15-Nov-13,22-Nov-13,SCMS from RDC,687,1552.62,2.26,0.04,No,See DN-3381 (ID#:84319),1.92,India
Mozambique,N/A - From RDC,Truck,29-Nov-13,28-Nov-13,SCMS from RDC,32000,106560.0,3.33,0.11,No,See DN-3376 (ID#:83175),131.81,India
"Congo, DRC",N/A - From RDC,Air,31-Oct-13,27-Jan-14,SCMS from RDC,510,2397.0,4.7,0.16,No,See DN-3373 (ID#:82613),2.97,India
Côte d'Ivoire,N/A - From RDC,Truck,31-Oct-13,22-Oct-13,SCMS from RDC,228,4788.0,21.0,0.18,No,See DN-3371 (ID#:83174),5.92,India
Côte d'Ivoire,N/A - From RDC,Truck,31-Oct-13,22-Oct-13,SCMS from RDC,14300,118118.0,8.26,0.14,No,See DN-3371 (ID#:83174),146.11,India
Côte d'Ivoire,N/A - From RDC,Truck,31-Oct-13,22-Oct-13,SCMS from RDC,2000,4200.0,2.1,0.01,No,See DN-3371 (ID#:83174),5.2,India
Nigeria,N/A - From RDC,Air Charter,31-Oct-13,14-Oct-13,SCMS from RDC,75000,643500.0,8.58,0.14,No,See DN-3366 (ID#:82612),796.01,India
Zambia,N/A - From RDC,Truck,29-Nov-13,29-Nov-13,SCMS from RDC,80000,180800.0,2.26,0.04,No,See DN-3361 (ID#:83172),223.65,India
Zambia,N/A - From RDC,Truck,29-Nov-13,29-Nov-13,SCMS from RDC,9984,22563.84,2.26,0.04,No,See DN-3361 (ID#:83172),27.91,India
Zambia,N/A - From RDC,Truck,24-Jan-14,24-Jan-14,SCMS from RDC,133970,1647831.0,12.3,0.41,No,See DN-3360 (ID#:84864),2038.37,India
Dominican Republic,N/A - From RDC,Air,29-Oct-13,10-Oct-13,SCMS from RDC,41083,136806.39,3.33,0.11,No,See DN-3355 (ID#:83726),169.23,India
Dominican Republic,N/A - From RDC,Air,29-Oct-13,10-Oct-13,SCMS from RDC,6617,13167.83,1.99,0.03,No,See DN-3355 (ID#:83726),16.29,India
Dominican Republic,N/A - From RDC,Air,29-Oct-13,10-Oct-13,SCMS from RDC,14988,314748.0,21.0,0.18,No,See DN-3355 (ID#:83726),389.34,India
Mozambique,N/A - From RDC,Truck,15-Nov-13,8-Oct-13,SCMS from RDC,21410,133812.5,6.25,0.1,No,See DN-3350 (ID#:83165),165.53,India
Dominican Republic,N/A - From RDC,Air,29-Oct-13,16-Oct-13,SCMS from RDC,288,650.88,2.26,0.04,No,See DN-3349 (ID#:83720),0.81,India
Tanzania,N/A - From RDC,Truck,31-Oct-13,4-Nov-13,SCMS from RDC,56540,73502.0,1.3,0.01,No,See DN-3347 (ID#:82611),90.92,India
Mozambique,N/A - From RDC,Truck,31-Oct-13,13-Nov-13,SCMS from RDC,21984,159823.68,7.27,0.12,No,See DN-3339 (ID#:83718),197.7,India
Zimbabwe,N/A - From RDC,Truck,30-Sep-13,9-Oct-13,SCMS from RDC,131520,303811.2,2.31,0.04,No,See DN-3337 (ID#:84290),375.81,India
Burundi,N/A - From RDC,Air,11-Mar-13,5-Nov-13,SCMS from RDC,1344,11101.44,8.26,0.14,No,See DN-3335 (ID#:82604),13.73,India
Guyana,N/A - From RDC,Air,30-Sep-13,4-Oct-13,SCMS from RDC,160,336.0,2.1,0.01,No,See DN-3331 (ID#:82603),0.42,India
Guyana,N/A - From RDC,Air,30-Sep-13,4-Oct-13,SCMS from RDC,1634,33039.48,20.22,0.17,No,See DN-3331 (ID#:82603),40.87,Germany
Côte d'Ivoire,N/A - From RDC,Truck,30-Sep-13,20-Sep-13,SCMS from RDC,3922,28512.94,7.27,0.12,No,See DN-3329 (ID#:82602),35.27,India
Côte d'Ivoire,N/A - From RDC,Truck,30-Sep-13,20-Sep-13,SCMS from RDC,19920,144818.4,7.27,0.12,No,See DN-3329 (ID#:82602),179.14,India
Zambia,N/A - From RDC,Truck,30-Sep-13,17-Sep-13,SCMS from RDC,3908,44785.68,11.46,0.19,No,See DN-3327 (ID#:85400),55.4,India
Nigeria,N/A - From RDC,Air Charter,18-Sep-13,12-Sep-13,SCMS from RDC,80000,686400.0,8.58,0.14,No,See DN-3324 (ID#:84854),849.08,India
Nigeria,N/A - From RDC,Air Charter,18-Sep-13,12-Sep-13,SCMS from RDC,160000,1372800.0,8.58,0.14,No,See DN-3324 (ID#:84854),1698.15,India
Mozambique,N/A - From RDC,Truck,31-Oct-13,31-Oct-13,SCMS from RDC,70643,235241.19,3.33,0.11,No,See DN-3318 (ID#:83716),290.99,India
Mozambique,N/A - From RDC,Truck,31-Oct-13,31-Oct-13,SCMS from RDC,87707,378894.24,4.32,0.07,No,See DN-3318 (ID#:83716),468.69,India
Zambia,N/A - From RDC,Truck,22-Oct-13,22-Oct-13,SCMS from RDC,14404,56031.56,3.89,0.06,No,See DN-3317 (ID#:84851),69.31,India
Tanzania,N/A - From RDC,Truck,25-Oct-13,1-Oct-13,SCMS from RDC,926,1759.4,1.9,0.03,No,See DN-3300 (ID#:82601),2.18,India
Zambia,N/A - From RDC,Truck,22-Oct-13,22-Oct-13,SCMS from RDC,39180,88546.8,2.26,0.04,No,See DN-3298 (ID#:84283),109.53,India
Uganda,N/A - From RDC,Truck,9-Dec-13,16-Oct-13,SCMS from RDC,2880,33004.8,11.46,0.19,No,See DN-3296 (ID#:83156),40.83,India
Tanzania,N/A - From RDC,Truck,15-Oct-13,10-Sep-13,SCMS from RDC,19086,112034.82,5.87,0.2,No,See DN-3295 (ID#:83155),138.59,India
Tanzania,N/A - From RDC,Truck,15-Oct-13,10-Sep-13,SCMS from RDC,3342,38299.32,11.46,0.19,No,See DN-3295 (ID#:83155),47.38,India
Mozambique,N/A - From RDC,Truck,13-Nov-13,13-Nov-13,SCMS from RDC,2000,4520.0,2.26,0.04,No,See DN-3289 (ID#:84844),5.59,India
Mozambique,N/A - From RDC,Truck,13-Nov-13,13-Nov-13,SCMS from RDC,4969,23354.3,4.7,0.16,No,See DN-3289 (ID#:84844),28.89,India
Mozambique,N/A - From RDC,Truck,13-Nov-13,13-Nov-13,SCMS from RDC,38016,276376.32,7.27,0.12,No,See DN-3289 (ID#:84844),341.88,India
Mozambique,N/A - From RDC,Truck,27-Sep-13,27-Sep-13,SCMS from RDC,13100,61570.0,4.7,0.08,No,See DN-3281 (ID#:82599),76.16,India
Uganda,N/A - From RDC,Air,9-Feb-13,2-Sep-13,SCMS from RDC,14010,120205.8,8.58,0.14,No,See DN-3271 (ID#:85394),148.69,India
"Congo, DRC",N/A - From RDC,Air,28-Aug-13,8-Feb-14,SCMS from RDC,312,2277.6,7.3,0.08,No,See DN-3269 (ID#:83711),2.82,India
"Congo, DRC",N/A - From RDC,Air,28-Aug-13,8-Feb-14,SCMS from RDC,1413,3193.38,2.26,0.04,No,See DN-3269 (ID#:83711),3.95,India
"Congo, DRC",N/A - From RDC,Air,28-Aug-13,8-Feb-14,SCMS from RDC,502,1054.2,2.1,0.01,No,See DN-3269 (ID#:83711),1.3,India
"Congo, DRC",N/A - From RDC,Air,27-Aug-13,8-Feb-14,SCMS from RDC,7404,77890.08,10.52,0.35,No,See DN-3268 (ID#:82595),96.35,India
"Congo, DRC",N/A - From RDC,Air,27-Aug-13,8-Feb-14,SCMS from RDC,238,792.54,3.33,0.11,No,See DN-3268 (ID#:82595),0.98,India
"Congo, DRC",N/A - From RDC,Air,27-Aug-13,8-Feb-14,SCMS from RDC,373,742.27,1.99,0.03,No,See DN-3268 (ID#:82595),0.92,India
"Congo, DRC",N/A - From RDC,Air,27-Aug-13,8-Feb-14,SCMS from RDC,761,1719.86,2.26,0.04,No,See DN-3268 (ID#:82595),2.13,India
Uganda,N/A - From RDC,Air,29-Aug-13,13-Sep-13,SCMS from RDC,12022,243084.84,20.22,0.17,No,See DN-3267 (ID#:83708),300.7,Germany
Uganda,N/A - From RDC,Air,29-Aug-13,13-Sep-13,SCMS from RDC,100000,858000.0,8.58,0.14,No,See DN-3267 (ID#:83708),1061.35,India
Uganda,N/A - From RDC,Air,29-Aug-13,13-Sep-13,SCMS from RDC,7363,24518.79,3.33,0.11,No,See DN-3267 (ID#:83708),30.33,India
Uganda,N/A - From RDC,Air,27-Sep-13,27-Sep-13,SCMS from RDC,65615,308390.5,4.7,0.16,No,See DN-3263 (ID#:83150),381.48,India
Uganda,N/A - From RDC,Air,27-Sep-13,27-Sep-13,SCMS from RDC,19697,137879.0,7.0,0.12,No,See DN-3263 (ID#:83150),170.56,India
Burundi,N/A - From RDC,Air,8-Jun-13,21-May-13,SCMS from RDC,48,225.6,4.7,0.16,No,See DN-3260 (ID#:82593),0.28,India
South Sudan,N/A - From RDC,Truck,26-Aug-13,26-Aug-13,SCMS from RDC,240,1744.8,7.27,0.12,No,See DN-3259 (ID#:84838),2.16,India
